gene_id	diff	count_min
b5v5_23135	-16	305
b5v5_19894	28	305
b5v5_22641	16	305
b5v5_25492	25.5	305
b5v5_25932	-17	305
b5v5_21052	8	305
b5v5_27746	-7	305
b5v5_24710	26	305
b5v5_23746	6	305
b5v5_22199	0	305
b5v5_23761	-12	305
b5v5_27635	-7	240
b5v5_28933	-14	304
b5v5_23338	-18	304
b5v5_27798	-7	304
b5v5_25131	-4	304
b5v5_26350	0	304
b5v5_27599	65	304
b5v5_25985	4	304
b5v5_23872	-6	304
b5v5_24730	3	304
b5v5_26357	-9	304
b5v5_25270	-3	304
b5v5_22995	-16	304
b5v5_26110	20	304
b5v5_27697	-5	304
b5v5_22812	-5	304
b5v5_23684	-2	304
b5v5_26755	-4	304
b5v5_23291	33	304
b5v5_21880	-3	304
b5v5_25824	-11	304
b5v5_25268	0	304
b5v5_26859	-6	304
b5v5_24081	4	304
b5v5_25512	-7	304
b5v5_25304	-1	304
b5v5_23729	-12	304
b5v5_24634	-9	304
b5v5_26018	18	304
b5v5_15564	-14	304
b5v5_24622	23	304
b5v5_24323	-14	304
b5v5_23627	9	304
b5v5_24160	-7.5	304
b5v5_24131	15	304
b5v5_26869	39	304
b5v5_24580	-22	304
b5v5_24962	-16	304
b5v5_24815	-9	304
b5v5_22901	20	304
b5v5_23196	-20	304
b5v5_22750	9	304
b5v5_25405	0	304
b5v5_23628	11	304
b5v5_25709	-15	304
b5v5_18960	-1	304
b5v5_28506	-16	304
b5v5_24138	-9	304
b5v5_24858	-9	304
b5v5_26067	-17	304
b5v5_28039	86	242
b5v5_24838	-14	304
b5v5_22103	-6	304
b5v5_23541	0	304
b5v5_23813	2	304
b5v5_21277	-11	304
b5v5_25590	46	304
b5v5_25032	30	304
b5v5_21775	-1	303
b5v5_24545	-14	303
b5v5_27124	-10	303
b5v5_24118	-15	255
b5v5_19812	3	303
b5v5_27157	-11	303
b5v5_24849	-11	303
b5v5_26466	-17	303
b5v5_21449	-10	303
b5v5_24888	2	303
b5v5_25354	-8	303
b5v5_24810	-4	303
b5v5_23180	26	303
b5v5_23051	-6	303
b5v5_15155	-16	303
b5v5_25724	-12	303
b5v5_22988	38	303
b5v5_27751	-14	303
b5v5_25351	2	303
b5v5_26415	-14	303
b5v5_24117	-14	303
b5v5_26423	-6	303
b5v5_26405	-8	303
b5v5_27680	-13	303
b5v5_19976	-5	303
b5v5_12461	45	303
b5v5_25520	2.5	303
b5v5_24768	-8	303
b5v5_24351	20	303
b5v5_24182	-18	303
b5v5_26289	6	303
b5v5_18676	35	303
b5v5_25271	6	303
b5v5_26532	61	303
b5v5_23193	1	303
b5v5_26169	-20	303
b5v5_21696	0	303
b5v5_22961	1	303
b5v5_27553	32	303
b5v5_19133	6	303
b5v5_23462	-12	254
b5v5_23284	-2	303
b5v5_25243	-11	303
b5v5_22676	-6	303
b5v5_26626	-2	303
b5v5_24193	25	303
b5v5_22631	1	303
b5v5_22863	33	303
b5v5_27024	8	303
b5v5_25321	-14	303
b5v5_27350	-26	303
b5v5_17314	49	230
b5v5_24093	9	303
b5v5_26024	1	303
b5v5_23366	-11	303
b5v5_22786	-5	303
b5v5_23220	-9	213
b5v5_25411	-13	303
b5v5_22241	-15	303
b5v5_23527	39	303
b5v5_20134	5	303
b5v5_23605	-13	303
b5v5_25413	63	303
b5v5_24876	-14	303
b5v5_26972	1	303
b5v5_23484	83	276
b5v5_22695	-6	302
b5v5_21965	-4	256
b5v5_27142	-11	302
b5v5_26837	-8.5	302
b5v5_25201	108	183
b5v5_23629	4	302
b5v5_27405	-12	302
b5v5_25148	16	302
b5v5_24652	-13	302
b5v5_25656	-6	302
b5v5_22824	4	302
b5v5_22620	-9.5	302
b5v5_23031	-2.5	302
b5v5_26732	42	302
b5v5_26416	-6	302
b5v5_24739	-4	302
b5v5_26925	-8	302
b5v5_26259	-10	302
b5v5_20375	-6	302
b5v5_22811	-13	302
b5v5_25499	-17	302
b5v5_21184	-7	302
b5v5_23479	6	302
b5v5_19315	106	297
b5v5_25771	52	302
b5v5_25180	-10	302
b5v5_21362	-9	302
b5v5_26148	1	302
b5v5_29433	-9	302
b5v5_24128	-17	302
b5v5_23616	5	302
b5v5_23488	1	302
b5v5_19578	-14	302
b5v5_19624	18	302
b5v5_25884	21	302
b5v5_28068	-12	302
b5v5_27649	75	302
b5v5_26490	-7	302
b5v5_24931	17	302
b5v5_23035	-2	302
b5v5_24389	-15	302
b5v5_26210	-5	302
b5v5_25425	44	302
b5v5_22194	-9	302
b5v5_24717	21	302
b5v5_25750	8.5	302
b5v5_25619	-7	302
b5v5_24980	-10	302
b5v5_25485	-12	232
b5v5_22896	11	302
b5v5_25480	-6	302
b5v5_22030	0	302
b5v5_24839	8	302
b5v5_23703	11	302
b5v5_27226	-1	302
b5v5_26290	-16	284
b5v5_22865	-11	302
b5v5_26356	-5	301
b5v5_25166	-4.5	301
b5v5_24023	-7	301
b5v5_25835	4	301
b5v5_24388	7	301
b5v5_26348	54	301
b5v5_24749	-12	301
b5v5_21045	-5.5	202
b5v5_25030	0	301
b5v5_23540	-15	301
b5v5_22605	0	301
b5v5_25288	80	253
b5v5_26128	19	301
b5v5_26687	-15	301
b5v5_22493	-2	301
b5v5_26808	25	174
b5v5_19468	-6	301
b5v5_23952	-7	301
b5v5_25327	-4	301
b5v5_20346	-15	301
b5v5_23837	-14	301
b5v5_25627	1	301
b5v5_22407	-15	301
b5v5_26880	-16	301
b5v5_27392	-10	301
b5v5_24338	-9	301
b5v5_24216	4	301
b5v5_25163	-17	301
b5v5_21939	8	301
b5v5_26949	64	301
b5v5_25842	-16	301
b5v5_23357	-5	301
b5v5_27340	-4	301
b5v5_23895	10	301
b5v5_25767	7	301
b5v5_26961	-8	301
b5v5_22414	93	301
b5v5_24153	11	299
b5v5_23374	-8	301
b5v5_23739	-12	301
b5v5_26288	-13.5	301
b5v5_25436	-5	300
b5v5_27096	-12	300
b5v5_25919	9	300
b5v5_23467	-4	300
b5v5_26920	-1	300
b5v5_26937	-12	300
b5v5_23465	-6	300
b5v5_26293	-8	300
b5v5_26193	-1	300
b5v5_25841	-10	300
b5v5_24021	-15	300
b5v5_20323	-15	300
b5v5_23692	-8	300
b5v5_24403	-1	300
b5v5_25189	-11	300
b5v5_24362	-9	300
b5v5_23304	36.5	300
b5v5_26865	-4	300
b5v5_24696	-9	300
b5v5_19465	77	134
b5v5_23058	0	300
b5v5_25902	-9.5	300
b5v5_26216	50	229
b5v5_25224	-18	300
b5v5_12763	-9	300
b5v5_22490	-5	300
b5v5_24562	40.5	300
b5v5_25210	5	300
b5v5_19982	65	300
b5v5_29148	-11	300
b5v5_26057	-13	300
b5v5_23450	55	300
b5v5_25310	34.5	300
b5v5_19182	-14	300
b5v5_23791	39.5	300
b5v5_24650	-1	300
b5v5_23666	-11	300
b5v5_26688	-10	300
b5v5_26180	14	300
b5v5_24377	-20	300
b5v5_27058	21.5	300
b5v5_27181	-15	300
b5v5_20970	13	300
b5v5_23412	15	300
b5v5_20326	-6	300
b5v5_21731	0	300
b5v5_19590	69.5	300
b5v5_25072	-9	300
b5v5_26369	41	290
b5v5_23936	20	300
b5v5_23169	-11	300
b5v5_24301	76	299
b5v5_22394	89.5	272
b5v5_23814	6.5	300
b5v5_20877	-19	299
b5v5_27067	-3	292
b5v5_23550	-1	299
b5v5_23752	-9	299
b5v5_24801	17.5	299
b5v5_25747	-1	299
b5v5_27877	29	299
b5v5_27893	-10	299
b5v5_19286	-10	299
b5v5_26726	-4	299
b5v5_20232	-9	299
b5v5_26198	23.5	299
b5v5_24394	-4	299
b5v5_26674	-7	299
b5v5_27081	-2	299
b5v5_25778	-14	299
b5v5_25010	117	231
b5v5_25905	17	299
b5v5_15690	-13	299
b5v5_21139	13	299
b5v5_24787	-3	299
b5v5_18143	-10	299
b5v5_26648	-3	299
b5v5_26410	111	238
b5v5_25215	-18	299
b5v5_27417	-16	299
b5v5_25955	44	299
b5v5_21777	-6	299
b5v5_25930	-6	299
b5v5_23638	57	299
b5v5_26886	-6	299
b5v5_25062	-1	299
b5v5_23904	-10	299
b5v5_22664	-9	299
b5v5_25737	-8	299
b5v5_24618	-7	299
b5v5_24494	-13	299
b5v5_24766	0	299
b5v5_23780	-12	299
b5v5_25080	-2	299
b5v5_22399	-8	299
b5v5_25221	-15	299
b5v5_26311	-5	297
b5v5_25630	-12	299
b5v5_15701	83	208
b5v5_27110	1	299
b5v5_18855	19	299
b5v5_27299	34	299
b5v5_27793	21	299
b5v5_26371	2	299
b5v5_26573	22	299
b5v5_18645	0	299
b5v5_23114	-17	299
b5v5_24251	69	289
b5v5_18327	44	214
b5v5_26661	22	299
b5v5_22768	20	299
b5v5_24324	-9	299
b5v5_25546	-6	299
b5v5_25716	-10	299
b5v5_26376	-14	298
b5v5_23789	-0.5	298
b5v5_26154	-4	298
b5v5_25904	51	298
b5v5_26592	-8	298
b5v5_26362	-8	298
b5v5_25749	8	298
b5v5_24697	-11	298
b5v5_23257	-7	298
b5v5_25705	-3	258
b5v5_22747	6	298
b5v5_25027	-9.5	298
b5v5_26606	67	237
b5v5_24908	-13	298
b5v5_26088	75.5	276
b5v5_23535	-2	182
b5v5_25781	-16	298
b5v5_22691	-10	298
b5v5_26609	-2	298
b5v5_27995	-2	298
b5v5_26292	-16	298
b5v5_20048	-13	298
b5v5_25963	41	298
b5v5_25832	-4	298
b5v5_29235	54.5	268
b5v5_25799	-17	298
b5v5_05158	0	298
b5v5_27526	40	263
b5v5_26628	2	298
b5v5_27381	3	298
b5v5_26604	34	298
b5v5_25603	1.5	298
b5v5_24386	-16	298
b5v5_25037	-4	298
b5v5_26321	30	298
b5v5_24929	-8	298
b5v5_25852	13.5	298
b5v5_26181	-15	298
b5v5_26771	-9	298
b5v5_25712	-11	298
b5v5_24953	-9	298
b5v5_25377	7	292
b5v5_22742	-2.5	298
b5v5_23384	30	298
b5v5_22325	-9	298
b5v5_20674	-8	298
b5v5_24579	-3	298
b5v5_19928	9	280
b5v5_09893	1	144
b5v5_25125	8	298
b5v5_22725	-1	298
b5v5_26594	-1	298
b5v5_25528	-6	298
b5v5_26497	-16	298
b5v5_24486	17	298
b5v5_17794	-16	298
b5v5_25686	-7	298
b5v5_26891	-7	298
b5v5_27148	-9	298
b5v5_22185	48	298
b5v5_22443	6	298
b5v5_23305	9	298
b5v5_23349	73	139
b5v5_23170	-10.5	298
b5v5_23657	-13	298
b5v5_23982	5	297
b5v5_25538	11	297
b5v5_23668	1	297
b5v5_25873	-1	297
b5v5_23515	-7	297
b5v5_27814	-18	297
b5v5_27341	-13	297
b5v5_27191	-5	297
b5v5_23723	-6	297
b5v5_24808	-10	297
b5v5_21711	-8	297
b5v5_24155	-6	297
b5v5_24881	-12	297
b5v5_27225	-15	297
b5v5_10207	49	297
b5v5_20209	-1	297
b5v5_24137	2	297
b5v5_22552	-5	297
b5v5_27573	25	284
b5v5_24600	13	297
b5v5_27583	-18	297
b5v5_21999	5	297
b5v5_27724	-16	297
b5v5_23617	-10	297
b5v5_21035	-13	297
b5v5_24408	-14	297
b5v5_28162	4	297
b5v5_16256	-15	297
b5v5_23039	15	297
b5v5_27926	-2	181
b5v5_11921	156.5	297
b5v5_23911	78	249
b5v5_26941	-12	297
b5v5_25136	-11	297
b5v5_26911	-14	297
b5v5_25173	-10	297
b5v5_27394	-7	297
b5v5_26012	-6	297
b5v5_18563	1	297
b5v5_24747	0	297
b5v5_22110	0	297
b5v5_24457	-6.5	297
b5v5_25254	4	297
b5v5_24115	50	277
b5v5_22616	25	297
b5v5_23225	4	297
b5v5_27448	-11	297
b5v5_23896	-15	297
b5v5_23610	24	297
b5v5_25727	-14	297
b5v5_24157	-17	297
b5v5_26922	-9	297
b5v5_24179	-6	297
b5v5_26729	42	297
b5v5_23149	-17	297
b5v5_24255	-13	297
b5v5_24861	-15	297
b5v5_22787	14	297
b5v5_22125	-3	296
b5v5_21544	47.5	296
b5v5_24587	-14	296
b5v5_24693	9	296
b5v5_23368	6	296
b5v5_25147	55	296
b5v5_25212	-9	296
b5v5_26036	4	296
b5v5_21044	19	296
b5v5_22562	108	291
b5v5_25035	-3	296
b5v5_25856	-3	296
b5v5_25330	-10	296
b5v5_26613	-13	296
b5v5_25742	7	296
b5v5_25690	-6	296
b5v5_26014	-12	296
b5v5_25717	1	296
b5v5_25584	58.5	296
b5v5_25764	-3	296
b5v5_25316	11.5	296
b5v5_22102	7	296
b5v5_25409	23	296
b5v5_28010	4	296
b5v5_23909	-11	296
b5v5_26342	-7	296
b5v5_23623	36	249
b5v5_26491	-14	296
b5v5_22854	-3	296
b5v5_15692	0	296
b5v5_26071	-12	296
b5v5_21979	-14	278
b5v5_25298	-5	296
b5v5_22721	-9.5	296
b5v5_25911	-13	296
b5v5_27324	-11	296
b5v5_26438	-5	296
b5v5_16063	-6.5	296
b5v5_26307	-6	296
b5v5_22451	-15	264
b5v5_23677	-4	218
b5v5_29252	-3	193
b5v5_25933	-13	296
b5v5_26254	-7	296
b5v5_24018	42.5	296
b5v5_21234	2	296
b5v5_25019	-7	296
b5v5_27986	37	296
b5v5_24378	-1	296
b5v5_26509	-13	296
b5v5_24113	78	296
b5v5_23957	0	296
b5v5_26852	2.5	296
b5v5_24198	-6	295
b5v5_28281	-7	295
b5v5_23367	-8	295
b5v5_24889	0	295
b5v5_26395	13	295
b5v5_27466	-2	295
b5v5_21533	134	295
b5v5_27080	-12	295
b5v5_26313	-15	295
b5v5_28396	-4	295
b5v5_27558	65	295
b5v5_24043	-14	295
b5v5_23914	5	277
b5v5_26633	-5	295
b5v5_26822	-7	295
b5v5_25422	-7	295
b5v5_22324	-17	295
b5v5_26896	36	295
b5v5_13768	-6.5	295
b5v5_26161	53	192
b5v5_26377	-14	295
b5v5_25026	-7	295
b5v5_24464	-10	295
b5v5_27372	160.5	242
b5v5_23802	-7	295
b5v5_24402	-6.5	295
b5v5_25119	-8	295
b5v5_25640	-14	295
b5v5_23129	-3	295
b5v5_22666	-8	295
b5v5_23401	8	295
b5v5_27621	-9	295
b5v5_24221	9	295
b5v5_24341	2	295
b5v5_20119	-6	295
b5v5_26242	-9	295
b5v5_27427	-15	295
b5v5_26000	-14	295
b5v5_22273	-11	295
b5v5_23962	-7	295
b5v5_25479	-7	295
b5v5_24669	-11	256
b5v5_20437	0	295
b5v5_22148	26	295
b5v5_23399	-12	295
b5v5_28392	-5	295
b5v5_23095	-2	295
b5v5_22039	-13	295
b5v5_24635	-6	295
b5v5_26195	15	292
b5v5_26326	25.5	295
b5v5_26100	-4	295
b5v5_27922	-11	295
b5v5_23566	51	295
b5v5_20386	-11	295
b5v5_17522	32.5	295
b5v5_27026	-2	295
b5v5_22806	8	294
b5v5_26818	-9	294
b5v5_24673	4	294
b5v5_24345	40	294
b5v5_27190	-19.5	294
b5v5_23372	2	294
b5v5_22968	-4	294
b5v5_26004	-16	294
b5v5_22674	89.5	268
b5v5_11524	-6	294
b5v5_24662	92	294
b5v5_25982	-11	294
b5v5_26552	0	294
b5v5_27508	-16	294
b5v5_21078	13	294
b5v5_28850	11	294
b5v5_27321	-7	294
b5v5_26668	-11	294
b5v5_25190	-12	294
b5v5_23974	-14	294
b5v5_24100	-10	294
b5v5_16609	-4	294
b5v5_21734	-6	294
b5v5_20879	-12	294
b5v5_26090	-7	294
b5v5_24373	-18	294
b5v5_24614	-16	294
b5v5_24752	22	294
b5v5_23498	-14	294
b5v5_21339	-15	294
b5v5_27512	-13	294
b5v5_26535	-14.5	294
b5v5_27022	86	250
b5v5_23511	4	294
b5v5_23969	-5.5	294
b5v5_24898	1	294
b5v5_27398	12	294
b5v5_25562	-12	294
b5v5_16904	-8	294
b5v5_22457	-12	294
b5v5_25693	-3	294
b5v5_21833	22	294
b5v5_22043	-3.5	294
b5v5_27210	-19	294
b5v5_20108	30	294
b5v5_24011	8	294
b5v5_23679	30	257
b5v5_24298	21	294
b5v5_27276	-4	294
b5v5_20197	24	294
b5v5_24654	3	219
b5v5_27678	-6	293
b5v5_19978	7	293
b5v5_24094	-11	293
b5v5_24528	-10	293
b5v5_26414	14	293
b5v5_27390	-8	293
b5v5_26919	24	293
b5v5_25798	39	293
b5v5_25647	-2	293
b5v5_25774	-14	293
b5v5_24522	-1	293
b5v5_20454	-9	293
b5v5_21229	-6	293
b5v5_21037	-5	293
b5v5_25393	75	293
b5v5_22466	1	293
b5v5_23230	1.5	293
b5v5_27757	-13	293
b5v5_26646	3	293
b5v5_27455	-15	293
b5v5_24079	3	293
b5v5_24947	95	293
b5v5_26713	51	293
b5v5_26714	-7	293
b5v5_23322	21	293
b5v5_25135	-4	293
b5v5_26126	-12	293
b5v5_26099	-1.5	293
b5v5_26990	-12	293
b5v5_25225	3	293
b5v5_25107	80.5	246
b5v5_26588	-18	293
b5v5_24907	-8	293
b5v5_25487	21	293
b5v5_22340	-13	293
b5v5_27520	-19	293
b5v5_26001	10	293
b5v5_27061	56	235
b5v5_23828	-17	293
b5v5_24672	4	293
b5v5_26777	-5	293
b5v5_25895	3	293
b5v5_25874	-7	293
b5v5_28907	-3	293
b5v5_26454	-8	293
b5v5_22484	-15	293
b5v5_26807	8	293
b5v5_25191	-7	293
b5v5_18501	-2	293
b5v5_25423	2	293
b5v5_27237	-5	293
b5v5_20677	1	293
b5v5_26280	-5	293
b5v5_26623	-15	293
b5v5_23710	95	239
b5v5_21309	-14	293
b5v5_24753	-16	293
b5v5_25347	4.5	293
b5v5_23922	-9	293
b5v5_23514	-11.5	293
b5v5_22163	51	292
b5v5_26914	-2	292
b5v5_25197	0	292
b5v5_26445	52	292
b5v5_24485	-5	292
b5v5_23176	-8	292
b5v5_27999	-2	292
b5v5_24183	1	292
b5v5_23274	-10	292
b5v5_25368	-4.5	292
b5v5_26458	14	292
b5v5_25770	23	292
b5v5_27378	-6	292
b5v5_26888	15	292
b5v5_21043	41	292
b5v5_22697	-11	292
b5v5_26536	-14	292
b5v5_26206	16	292
b5v5_25821	1.5	292
b5v5_22975	-11	292
b5v5_23316	-11	292
b5v5_23654	45	292
b5v5_25840	-11	292
b5v5_24804	-9	292
b5v5_25552	42	264
b5v5_24064	2	292
b5v5_26572	43.5	254
b5v5_25367	-17	292
b5v5_27171	-11	292
b5v5_24664	58	291
b5v5_18412	83	126
b5v5_21413	-4	292
b5v5_24629	-8	292
b5v5_25872	-8	292
b5v5_25092	-5	292
b5v5_24102	86	196
b5v5_24316	63	292
b5v5_25406	7.5	292
b5v5_23359	-15	291
b5v5_27115	10	291
b5v5_26138	-13	291
b5v5_29349	0	291
b5v5_26765	13	291
b5v5_22523	-15	291
b5v5_27303	-3.5	291
b5v5_25095	95.5	291
b5v5_27984	4	291
b5v5_25514	-15	291
b5v5_25858	0	291
b5v5_27808	-7	291
b5v5_24819	25	291
b5v5_26422	42.5	291
b5v5_27708	33	252
b5v5_25606	-19	291
b5v5_24906	-11	291
b5v5_26892	22.5	236
b5v5_26885	17	291
b5v5_25066	-7.5	291
b5v5_23594	13	291
b5v5_27122	-12	291
b5v5_26493	-1	291
b5v5_25611	21	291
b5v5_26963	24.5	291
b5v5_25056	-3.5	291
b5v5_25024	-8	291
b5v5_26853	11	291
b5v5_29511	-9	291
b5v5_26164	47	291
b5v5_21203	-10	291
b5v5_23099	-3	291
b5v5_28191	15	291
b5v5_27537	-12	291
b5v5_27021	-1	291
b5v5_25864	4	291
b5v5_25396	2	291
b5v5_20456	-2	291
b5v5_24463	-5	291
b5v5_27183	-5	291
b5v5_25680	24	291
b5v5_24456	-11	291
b5v5_18794	17	291
b5v5_23363	18.5	291
b5v5_23071	-11	291
b5v5_24716	58	291
b5v5_26631	-8	291
b5v5_24604	5	291
b5v5_27283	25	291
b5v5_28515	48.5	291
b5v5_21224	106	291
b5v5_25385	4	291
b5v5_25053	108	224
b5v5_25397	49	291
b5v5_26301	3	291
b5v5_23370	1	291
b5v5_27962	-15	291
b5v5_26823	-10	291
b5v5_25286	3	291
b5v5_24648	0	291
b5v5_24800	46	291
b5v5_24019	-16	290
b5v5_23997	0	290
b5v5_25675	76.5	290
b5v5_21560	-15	290
b5v5_25803	-11	290
b5v5_23289	-5	290
b5v5_27763	-16	290
b5v5_27634	-11	290
b5v5_22764	-11	290
b5v5_21491	32	290
b5v5_27339	-10	290
b5v5_23927	28	290
b5v5_25471	-8	290
b5v5_23014	0	249
b5v5_27369	6	290
b5v5_27234	-3	290
b5v5_25226	-3	290
b5v5_28190	-5	269
b5v5_25663	-8	290
b5v5_26113	-8	290
b5v5_26935	-10	290
b5v5_20538	59	290
b5v5_27267	-11	290
b5v5_26753	0	290
b5v5_23551	2	290
b5v5_26581	-14	290
b5v5_28248	-14	218
b5v5_27609	83	216
b5v5_25648	47	290
b5v5_17319	11	290
b5v5_25375	22.5	278
b5v5_25007	-15	290
b5v5_27337	9	290
b5v5_25878	-5	290
b5v5_26778	-8	290
b5v5_24615	22	290
b5v5_24460	-6	290
b5v5_27492	-2	290
b5v5_26632	-12	290
b5v5_24740	-9	290
b5v5_25003	-4	290
b5v5_23547	-17	290
b5v5_28230	-12	290
b5v5_23447	29	290
b5v5_27769	-7	290
b5v5_21667	-3	290
b5v5_26706	-5	290
b5v5_24590	38.5	290
b5v5_28550	45	290
b5v5_24954	27.5	290
b5v5_27550	-14	290
b5v5_25530	-5	290
b5v5_25430	-11	290
b5v5_25476	-12	289
b5v5_24591	-7	289
b5v5_19199	-5	289
b5v5_25275	-10	289
b5v5_25434	-16	289
b5v5_26475	-2	289
b5v5_24875	-15	289
b5v5_23194	-19	289
b5v5_25263	-15	289
b5v5_27598	-6	289
b5v5_26246	-8	289
b5v5_26401	-11	289
b5v5_26324	-4	289
b5v5_24855	18	289
b5v5_26092	-10	289
b5v5_27334	15	289
b5v5_23568	-12	289
b5v5_27257	-12	289
b5v5_25634	48	289
b5v5_25230	1	289
b5v5_25401	-8	289
b5v5_27132	0	289
b5v5_24294	-11	289
b5v5_27290	9	289
b5v5_27395	-6	289
b5v5_25509	-16	289
b5v5_28167	-8	289
b5v5_26565	24	289
b5v5_28330	-14	289
b5v5_16475	-10	289
b5v5_25313	86.5	144
b5v5_23924	-7	289
b5v5_27948	3	289
b5v5_27055	0	289
b5v5_20901	-7	289
b5v5_26146	-17	289
b5v5_20992	93	289
b5v5_25150	5	289
b5v5_24440	-16	288
b5v5_24935	-1	288
b5v5_25323	4	288
b5v5_25011	-4	288
b5v5_23801	-14	288
b5v5_26222	-0.5	288
b5v5_25482	-4	288
b5v5_26256	-10	288
b5v5_27091	-8	288
b5v5_25002	2	288
b5v5_26747	-8	288
b5v5_26577	-8	288
b5v5_27496	-16	288
b5v5_25951	-1	281
b5v5_28692	7	288
b5v5_21042	17	288
b5v5_26918	-5	288
b5v5_27675	-11	288
b5v5_29227	-1.5	288
b5v5_26802	25	288
b5v5_22779	-7	288
b5v5_24937	-9	288
b5v5_27836	-9	288
b5v5_27288	-1	288
b5v5_26221	46	288
b5v5_29807	-14	288
b5v5_26987	-12	288
b5v5_24217	-22	288
b5v5_26343	58.5	288
b5v5_24742	1	288
b5v5_24919	-1	288
b5v5_25610	-11	288
b5v5_23329	-12	288
b5v5_25850	-17	288
b5v5_26955	-8	288
b5v5_25273	8	288
b5v5_17652	-10.5	288
b5v5_26051	-5	288
b5v5_26492	-2	288
b5v5_27476	-8	288
b5v5_24685	3	288
b5v5_23593	-10	288
b5v5_24068	62	288
b5v5_26267	-4	288
b5v5_24076	-13	288
b5v5_24206	-9	288
b5v5_25361	-16	288
b5v5_20917	-8.5	288
b5v5_25726	0	288
b5v5_26553	-15	288
b5v5_24225	-5	288
b5v5_24705	-6	288
b5v5_28646	4	288
b5v5_25278	40.5	288
b5v5_18241	-5	288
b5v5_23863	-10	288
b5v5_28744	3	288
b5v5_20332	-15	288
b5v5_27855	-12	288
b5v5_17878	40	288
b5v5_15212	-1	287
b5v5_23311	10.5	287
b5v5_26150	-10	287
b5v5_09279	27	287
b5v5_23862	74	210
b5v5_26120	-12	287
b5v5_20987	76.5	287
b5v5_21966	8	287
b5v5_26761	-6	287
b5v5_23545	18	287
b5v5_25673	-11	287
b5v5_22161	-9	287
b5v5_27812	-3	287
b5v5_26587	-3	287
b5v5_27118	-13	287
b5v5_25730	50	287
b5v5_27336	-16	287
b5v5_26328	56	123
b5v5_22469	-19	287
b5v5_28688	-12	287
b5v5_27329	-10	287
b5v5_24848	2	287
b5v5_28131	11	287
b5v5_26287	-12	287
b5v5_26664	-10	287
b5v5_26542	2	287
b5v5_25112	-16	287
b5v5_23417	1	287
b5v5_27112	-6	287
b5v5_26294	-13	287
b5v5_26848	-4	287
b5v5_25346	-8	287
b5v5_28146	16	287
b5v5_25974	-7	287
b5v5_26982	11	287
b5v5_25077	7	287
b5v5_23707	67	287
b5v5_23784	-13.5	287
b5v5_27030	-3	287
b5v5_22960	50.5	287
b5v5_27531	-11	287
b5v5_26601	-6	287
b5v5_26596	-12	287
b5v5_27672	-17	287
b5v5_25022	-9	287
b5v5_26944	-12	287
b5v5_24595	-6	287
b5v5_27077	-10	287
b5v5_26993	-11	286
b5v5_25267	-13	286
b5v5_25777	11	286
b5v5_17765	84	286
b5v5_23743	0	286
b5v5_22024	-6	286
b5v5_22900	45	286
b5v5_25151	-4	286
b5v5_28490	44	286
b5v5_25808	92	239
b5v5_26563	-9.5	286
b5v5_27420	-17	286
b5v5_23774	7	286
b5v5_28716	82	191
b5v5_25952	-9	286
b5v5_26029	55	286
b5v5_25942	-5	286
b5v5_27605	-12	286
b5v5_23883	6	286
b5v5_26530	-11	286
b5v5_25067	-1	286
b5v5_27109	-7	286
b5v5_17714	32	286
b5v5_26728	-2	286
b5v5_25554	-3	286
b5v5_26966	-13	286
b5v5_25160	-16	286
b5v5_25636	-12	286
b5v5_27088	8	286
b5v5_25703	-4	286
b5v5_25182	-18	286
b5v5_24584	-7	286
b5v5_25889	-3	286
b5v5_26677	61	286
b5v5_28585	11.5	286
b5v5_27869	-2	286
b5v5_25246	-20	286
b5v5_26934	-12	286
b5v5_26421	-12	286
b5v5_24544	2	286
b5v5_24826	-1	286
b5v5_26073	25	286
b5v5_25169	-8	286
b5v5_26555	-4	286
b5v5_24873	-13	286
b5v5_26712	-7	286
b5v5_22541	41	286
b5v5_23859	-7	286
b5v5_25250	-13	286
b5v5_23779	3	286
b5v5_25665	-8	285
b5v5_25947	3	285
b5v5_27197	84	225
b5v5_26131	-13	285
b5v5_28031	-11	285
b5v5_24022	-14.5	285
b5v5_23632	-6.5	285
b5v5_27320	-9	285
b5v5_23644	1	285
b5v5_23520	24	285
b5v5_28352	-5	285
b5v5_23958	-6.5	285
b5v5_23973	-9	285
b5v5_27367	0	285
b5v5_25192	-9	285
b5v5_24938	-9	285
b5v5_21257	8.5	285
b5v5_21603	108	205
b5v5_26201	-2	285
b5v5_22165	7	285
b5v5_24448	18	231
b5v5_13649	27	285
b5v5_26855	1	285
b5v5_25660	-15	285
b5v5_28008	-23	285
b5v5_28172	30	285
b5v5_26898	-10	285
b5v5_24469	0	203
b5v5_26824	54	275
b5v5_22543	23	285
b5v5_27638	-1	285
b5v5_25847	-16	285
b5v5_26455	-12	285
b5v5_25232	101	186
b5v5_25609	-15	285
b5v5_23987	79.5	216
b5v5_23647	-6	285
b5v5_24111	-9	285
b5v5_25588	-11	285
b5v5_24542	-5	285
b5v5_26575	-14	285
b5v5_24656	-9	285
b5v5_20946	-15	285
b5v5_27066	-12	285
b5v5_25505	-3	285
b5v5_25676	-5	285
b5v5_25279	0	285
b5v5_28516	2	285
b5v5_24794	-2	285
b5v5_26079	-11	285
b5v5_24755	-6	285
b5v5_25789	-15	285
b5v5_25408	-8	285
b5v5_24727	-9	285
b5v5_20750	-7	285
b5v5_27117	-7	285
