gene_id	diff	count_min
b5v5_08528	-12	497
b5v5_08172	-9	497
b5v5_05444	-7	497
b5v5_15912	32	497
b5v5_06720	-7	497
b5v5_08518	-10	497
b5v5_03402	-2	496
b5v5_05352	-11	496
b5v5_09627	35	496
b5v5_03392	-6	496
b5v5_00088	-10	496
b5v5_05044	-17	496
b5v5_13373	-13	496
b5v5_01878	-11	496
b5v5_04621	17	496
b5v5_05778	5	496
b5v5_03286	-10	496
b5v5_08105	-3	496
b5v5_13551	4	496
b5v5_09530	21	496
b5v5_09137	29	496
b5v5_09226	-8	496
b5v5_04981	-3	496
b5v5_07945	1	496
b5v5_03476	3	496
b5v5_04543	30.5	440
b5v5_03591	-13	496
b5v5_05498	32	496
b5v5_11557	10	496
b5v5_05441	-17	496
b5v5_09053	-9	496
b5v5_05138	-10.5	496
b5v5_02528	-8	496
b5v5_02873	-5	496
b5v5_01547	-14	496
b5v5_03537	-4	496
b5v5_02842	-2	496
b5v5_02497	98	396
b5v5_12451	-8	496
b5v5_13941	-5	496
b5v5_03989	-17	496
b5v5_05958	-17	496
b5v5_05829	-10	496
b5v5_05361	-9	496
b5v5_08119	22	496
b5v5_03059	-12	496
b5v5_08907	-9	496
b5v5_07050	-9	496
b5v5_07105	-14	496
b5v5_08854	27	393
b5v5_07928	-16	496
b5v5_01978	-11	496
b5v5_05973	-17	496
b5v5_04494	-5	496
b5v5_09105	-17.5	496
b5v5_05201	-2.5	496
b5v5_04735	-10	496
b5v5_05875	-14	496
b5v5_09262	-6	496
b5v5_07217	-5.5	460
b5v5_05792	-8	496
b5v5_08563	-15	496
b5v5_01598	-1	496
b5v5_09869	-9	488
b5v5_09376	-14	496
b5v5_05449	13	496
b5v5_04079	-5	496
b5v5_01526	-4	496
b5v5_02562	-16	496
b5v5_08245	-1	496
b5v5_12445	9	496
b5v5_07493	-7	496
b5v5_04187	-4	496
b5v5_09767	-4	496
b5v5_09806	-9	496
b5v5_11189	-10	496
b5v5_15780	-3	496
b5v5_07098	-12	496
b5v5_02651	-15	496
b5v5_11119	-14	496
b5v5_07461	-18	496
b5v5_07770	-12	496
b5v5_05642	-12.5	496
b5v5_10739	-5	496
b5v5_10151	4	495
b5v5_03568	-11	495
b5v5_04618	-3	495
b5v5_12306	2	495
b5v5_05725	-4	495
b5v5_05876	-13	495
b5v5_05279	-15	495
b5v5_06358	5	495
b5v5_06460	-11	495
b5v5_12439	2	495
b5v5_06457	-7	495
b5v5_09332	-5	495
b5v5_07120	-4	282
b5v5_09123	-15	452
b5v5_09875	-3	495
b5v5_00440	-3	495
b5v5_07354	10	495
b5v5_12797	-15.5	495
b5v5_05544	1	495
b5v5_03876	4	495
b5v5_06769	54.5	495
b5v5_04906	-1	495
b5v5_04239	-10	495
b5v5_04040	-14	495
b5v5_08402	-1	495
b5v5_08265	-1	495
b5v5_09403	2	495
b5v5_05774	-9	495
b5v5_08962	-6	495
b5v5_03839	-16	495
b5v5_09357	-11.5	450
b5v5_06521	6	495
b5v5_08934	-9	495
b5v5_07099	-12	495
b5v5_10170	91	351
b5v5_05183	-9	495
b5v5_05360	-10	495
b5v5_08371	-1	495
b5v5_05126	-9	495
b5v5_05721	-8	495
b5v5_04593	5	495
b5v5_11798	-6	495
b5v5_08262	-8	495
b5v5_14155	-10	495
b5v5_05050	-13	495
b5v5_10419	-2	495
b5v5_08003	-11	495
b5v5_04622	-15	495
b5v5_05885	-10	495
b5v5_14308	-4	495
b5v5_05430	-15	495
b5v5_03965	-9	495
b5v5_08889	28	495
b5v5_05574	-8	495
b5v5_08194	-3	495
b5v5_01218	5	495
b5v5_01312	-17	495
b5v5_03809	-18	473
b5v5_06489	4	495
b5v5_03940	59	495
b5v5_05641	-17	495
b5v5_02438	-9	495
b5v5_06032	-6	495
b5v5_08056	-12	495
b5v5_03595	-17	495
b5v5_05825	-16	495
b5v5_06011	-2	495
b5v5_03554	-12	495
b5v5_03696	-13	495
b5v5_09640	6	495
b5v5_11822	-16	495
b5v5_02519	-6	495
b5v5_01215	45	495
b5v5_05506	-13	495
b5v5_16036	-14.5	495
b5v5_02939	-17	408
b5v5_16363	-15	495
b5v5_03210	15	495
b5v5_12669	-15	495
b5v5_06671	-15	495
b5v5_06689	-14	495
b5v5_09863	2	495
b5v5_10139	0.5	495
b5v5_04151	-6	495
b5v5_06209	-14	495
b5v5_03925	70	495
b5v5_03455	-16	495
b5v5_10921	-4	495
b5v5_05550	-1	495
b5v5_04976	-8	495
b5v5_09774	-18	495
b5v5_09207	55.5	494
b5v5_05991	8	494
b5v5_07842	-6	494
b5v5_03825	76	413
b5v5_11669	1.5	494
b5v5_03158	5	494
b5v5_09221	-3	494
b5v5_03717	-15	494
b5v5_06461	-11	494
b5v5_08167	-2	494
b5v5_14855	-2	494
b5v5_03334	-5	494
b5v5_09581	-9	494
b5v5_09046	-18	494
b5v5_08143	-16	494
b5v5_04486	-14	494
b5v5_04350	-10	494
b5v5_02935	10	494
b5v5_06242	-19	494
b5v5_08862	-17	494
b5v5_07460	-16	494
b5v5_12203	23.5	494
b5v5_04749	-4	494
b5v5_02801	-11	494
b5v5_13834	-16	494
b5v5_02500	-14	494
b5v5_11773	-13	494
b5v5_02588	-15	494
b5v5_09933	-18	494
b5v5_11487	-16	494
b5v5_02721	4	494
b5v5_13673	6.5	494
b5v5_05965	-11	494
b5v5_06788	-2	494
b5v5_05116	-12	494
b5v5_07378	-19	494
b5v5_04635	-2	494
b5v5_02587	-4	494
b5v5_07709	-8	494
b5v5_04949	-17	494
b5v5_06448	-14	494
b5v5_04887	-3	494
b5v5_07577	-11	494
b5v5_06618	-3	494
b5v5_08689	-11	494
b5v5_04619	4	494
b5v5_08188	-3	494
b5v5_07090	-1	494
b5v5_04951	-15.5	494
b5v5_07449	1	494
b5v5_06407	-9	494
b5v5_05035	2.5	358
b5v5_05515	-14	494
b5v5_03091	0	494
b5v5_04971	1	494
b5v5_08827	-16	494
b5v5_01486	-4	494
b5v5_09653	98	494
b5v5_06472	-16	494
b5v5_04754	-18	494
b5v5_08949	-18	494
b5v5_10167	-1	494
b5v5_08257	4	494
b5v5_09731	47	494
b5v5_08385	-10	494
b5v5_06972	-7	494
b5v5_06237	10	494
b5v5_04515	-12	494
b5v5_05344	-10	494
b5v5_09986	-13	494
b5v5_05879	64	494
b5v5_07645	-12	494
b5v5_09498	-6	494
b5v5_10499	-16	493
b5v5_04128	-12	493
b5v5_03467	21	493
b5v5_11861	-12	493
b5v5_03166	53	493
b5v5_04848	-15	493
b5v5_12502	-9	493
b5v5_11176	-6	493
b5v5_05152	-3	493
b5v5_10727	6	493
b5v5_05846	-3	493
b5v5_08621	-15	493
b5v5_05877	-2	493
b5v5_04369	-3	493
b5v5_06045	-13	398
b5v5_04700	-15	493
b5v5_07617	5	493
b5v5_06936	-15	493
b5v5_06756	20	493
b5v5_10580	-10	493
b5v5_04791	0	493
b5v5_04249	-18	462
b5v5_01572	-8	493
b5v5_11019	-7	493
b5v5_10210	-12	493
b5v5_12469	44	493
b5v5_09283	-6	493
b5v5_10038	-14	493
b5v5_11549	3	493
b5v5_08095	3	493
b5v5_08807	-14	493
b5v5_07031	-12	493
b5v5_04030	-8	493
b5v5_00415	41	493
b5v5_01530	-9	493
b5v5_07964	-16	493
b5v5_11698	-18	493
b5v5_09916	-10	493
b5v5_03976	9	493
b5v5_11903	-1	493
b5v5_02849	-13	493
b5v5_10101	-13	493
b5v5_06483	-14	493
b5v5_08022	11	493
b5v5_14382	12	493
b5v5_04766	-14	493
b5v5_03430	18	493
b5v5_07365	-7	493
b5v5_02094	-2	493
b5v5_02423	-3	493
b5v5_04935	-8	493
b5v5_04886	0	493
b5v5_13536	-3	493
b5v5_02050	-12	493
b5v5_02584	-10	493
b5v5_09061	-8	493
b5v5_04370	2	493
b5v5_03685	-14	493
b5v5_09620	-16	493
b5v5_06254	8	493
b5v5_06354	-5	493
b5v5_07162	-5	493
b5v5_08978	-1	493
b5v5_04297	-5	493
b5v5_05175	-14	493
b5v5_12367	51.5	400
b5v5_02265	-15	493
b5v5_06564	11	493
b5v5_03130	9	493
b5v5_10573	-20	493
b5v5_06652	-13	493
b5v5_04137	-14	493
b5v5_04801	-12	493
b5v5_04450	-13	493
b5v5_00878	-16	493
b5v5_03981	0	493
b5v5_11781	-12	493
b5v5_05819	-5	493
b5v5_09138	16	493
b5v5_11663	-10	442
b5v5_11448	-11	493
b5v5_07325	-12	493
b5v5_04038	-8	493
b5v5_09586	1	385
b5v5_09411	-11	493
b5v5_11802	-15	493
b5v5_10669	33	483
b5v5_13508	-1	493
b5v5_06580	-3	493
b5v5_06579	-13	493
b5v5_02417	-10	493
b5v5_06698	13	493
b5v5_07905	-14	492
b5v5_10639	-8	492
b5v5_06331	18	492
b5v5_03397	-17	492
b5v5_03264	-12	492
b5v5_07416	-12	492
b5v5_02397	-2.5	492
b5v5_15317	-20	475
b5v5_07725	-0.5	492
b5v5_15731	-6	492
b5v5_11052	9	492
b5v5_06794	-11	492
b5v5_06279	-12.5	492
b5v5_10168	-10	492
b5v5_03686	11	492
b5v5_02898	42	457
b5v5_05996	-15.5	492
b5v5_05664	-10	492
b5v5_07587	-16	492
b5v5_11463	-12	492
b5v5_10285	-4	492
b5v5_03282	25.5	492
b5v5_16389	-0.5	492
b5v5_01495	-10	492
b5v5_05090	-15	492
b5v5_07534	-14	492
b5v5_03487	-3	492
b5v5_11043	24.5	492
b5v5_09204	-2	492
b5v5_02955	-3	492
b5v5_03826	-2.5	492
b5v5_02460	-10	492
b5v5_05686	-11	492
b5v5_11381	8	492
b5v5_05181	-17	492
b5v5_14353	-0.5	492
b5v5_08070	-7	492
b5v5_04240	-11	492
b5v5_01383	-15	492
b5v5_06127	-9	492
b5v5_01353	-15	492
b5v5_09365	-10	492
b5v5_13548	-4	492
b5v5_10193	-18	492
b5v5_17453	-11	492
b5v5_11246	-3	492
b5v5_02455	-9	492
b5v5_03631	-9	492
b5v5_05776	57	449
b5v5_19664	-9	492
b5v5_06428	29	492
b5v5_11368	-4	492
b5v5_05091	-8	492
b5v5_04386	-9	492
b5v5_06895	51	492
b5v5_08137	-4	492
b5v5_04578	-15	492
b5v5_07397	-10	492
b5v5_07692	-10	492
b5v5_09242	-15	492
b5v5_05237	-14	492
b5v5_05153	26	492
b5v5_09094	53	492
b5v5_03944	54	492
b5v5_06696	-7	492
b5v5_02843	-14	492
b5v5_04108	-4	492
b5v5_13311	5.5	492
b5v5_01012	-17	492
b5v5_03918	-7.5	492
b5v5_03573	52.5	492
b5v5_09752	-9	492
b5v5_12551	-8	492
b5v5_05930	-15	492
b5v5_04998	-9	492
b5v5_03737	-3	492
b5v5_02547	-5	492
b5v5_13150	-10	492
b5v5_03145	23	492
b5v5_03898	-4	492
b5v5_08209	-10	492
b5v5_03852	-14	492
b5v5_09475	-6	492
b5v5_06594	-13	492
b5v5_09180	-10	492
b5v5_06287	-2	491
b5v5_10411	-12	491
b5v5_13758	73.5	404
b5v5_09200	40	491
b5v5_02415	-9	491
b5v5_04117	-7	491
b5v5_08163	-9	491
b5v5_05205	73	491
b5v5_07540	-1	491
b5v5_11426	3	491
b5v5_17295	1	491
b5v5_11425	-6	491
b5v5_03426	15	491
b5v5_07086	-10	491
b5v5_06632	-5	491
b5v5_17535	-15	491
b5v5_05900	20	491
b5v5_14738	-10	491
b5v5_03726	2	491
b5v5_05496	-6	491
b5v5_09990	46	491
b5v5_04161	-6.5	362
b5v5_02548	-9	491
b5v5_04615	-9	491
b5v5_07387	-11	491
b5v5_03352	-11	491
b5v5_10083	-14	491
b5v5_02509	-9	491
b5v5_03272	-11	491
b5v5_03263	5	491
b5v5_07285	16	491
b5v5_07131	-16	491
b5v5_06264	24	491
b5v5_10746	-9	491
b5v5_11172	-9	491
b5v5_16633	-2	491
b5v5_05655	0	491
b5v5_04955	-14	491
b5v5_04143	1	491
b5v5_03297	-13	491
b5v5_10402	-8	491
b5v5_04652	-4	491
b5v5_07663	-8	491
b5v5_16603	-10	491
b5v5_07881	-8	491
b5v5_02073	-4	491
b5v5_09562	7.5	491
b5v5_04745	-14	491
b5v5_09378	-8	346
b5v5_03619	20	491
b5v5_07480	-16	491
b5v5_00227	80	385
b5v5_07362	-2	491
b5v5_03983	10	491
b5v5_01831	-16	491
b5v5_10905	7	491
b5v5_14398	-4	491
b5v5_10949	0	491
b5v5_05797	-1	491
b5v5_04933	28	491
b5v5_17296	-12	491
b5v5_03414	-4	491
b5v5_03227	-13.5	491
b5v5_09366	-11	491
b5v5_08671	-10	491
b5v5_10755	54	491
b5v5_01040	0	491
b5v5_04378	85.5	491
b5v5_03291	72	474
b5v5_16781	2	491
b5v5_01503	-4	491
b5v5_04785	9	491
b5v5_07080	-12	491
b5v5_05494	-11.5	491
b5v5_05372	-18	491
b5v5_11012	-15	491
b5v5_04005	-19	491
b5v5_08843	2	491
b5v5_07358	54	491
b5v5_11529	1	491
b5v5_11241	-1	491
b5v5_04383	58	490
b5v5_08159	-17	490
b5v5_08514	-17	490
b5v5_08014	-17	490
b5v5_02966	-8	490
b5v5_10226	15	490
b5v5_13436	-6	490
b5v5_08810	-16	490
b5v5_07503	-4	490
b5v5_02788	16	490
b5v5_01524	-15	490
b5v5_09052	-4	490
b5v5_11847	-14	490
b5v5_03682	32	490
b5v5_04809	-11	490
b5v5_10528	-2	490
b5v5_04287	3.5	490
b5v5_08152	-3	400
b5v5_06487	-12	490
b5v5_08893	-11	490
b5v5_04556	-15	490
b5v5_08330	79	421
b5v5_04395	4	490
b5v5_07916	0	490
b5v5_03300	-1	490
b5v5_04861	40	449
b5v5_07668	26	490
b5v5_04193	-9	490
b5v5_06775	-2	478
b5v5_08997	-8	490
b5v5_06320	9	490
b5v5_02387	0	490
b5v5_04842	-5	490
b5v5_07497	21	490
b5v5_03125	31	490
b5v5_04167	-10	490
b5v5_12927	-13	490
b5v5_02150	-13	490
b5v5_10814	-3	490
b5v5_09146	-9	490
b5v5_06231	-5	490
b5v5_07118	2	490
b5v5_09305	-14	490
b5v5_06162	-16	490
b5v5_01532	-8	490
b5v5_07005	-1.5	490
b5v5_10058	17	490
b5v5_19034	-6	490
b5v5_05136	19	490
b5v5_05867	-12	461
b5v5_06961	-2	490
b5v5_05208	-3	490
b5v5_09645	3	490
b5v5_06784	-4	490
b5v5_13294	8	490
b5v5_05777	-17	490
b5v5_05114	-5	490
b5v5_01373	-6	490
b5v5_08631	-13	490
b5v5_06985	-7	490
b5v5_02193	1	460
b5v5_09342	-1	490
b5v5_05688	60.5	426
b5v5_09270	-11	490
b5v5_03588	4	490
b5v5_13033	-15	490
b5v5_10434	6	490
b5v5_07256	99	490
b5v5_04004	-18	490
b5v5_12205	41	489
b5v5_07326	30	489
b5v5_10566	-2	489
b5v5_05232	-14	489
b5v5_06933	-19	489
b5v5_02354	-16	489
b5v5_11459	61.5	416
b5v5_08329	-15	489
b5v5_05293	-16	489
b5v5_00315	49	489
b5v5_07039	-15	489
b5v5_06921	28	489
b5v5_09331	-2	489
b5v5_08196	-8	489
b5v5_09689	-15	489
b5v5_08774	9	489
b5v5_10752	-8	489
b5v5_04041	-3	489
b5v5_07474	-11	489
b5v5_05207	-7	489
b5v5_04536	2	489
b5v5_11782	1	489
b5v5_05826	7	489
b5v5_10782	3	489
b5v5_00612	90	389
b5v5_14152	-8	489
b5v5_12947	14	370
b5v5_06777	13	489
b5v5_04665	80	489
b5v5_06812	0	489
b5v5_05054	6.5	458
b5v5_02594	-11	489
b5v5_00129	99	489
b5v5_05358	-5	489
b5v5_02730	1	489
b5v5_10211	-10	489
b5v5_15081	-15	489
b5v5_01667	12	489
b5v5_11257	-9	489
b5v5_06797	-17	489
b5v5_04688	-10	489
b5v5_07334	-2	489
b5v5_08331	77	334
b5v5_10367	30	489
b5v5_11612	-5	489
b5v5_08284	-11	489
b5v5_13056	-10	489
b5v5_02347	-11	489
b5v5_06391	-1	489
b5v5_06642	47	489
b5v5_03614	-11	489
b5v5_04195	-18	489
b5v5_07152	-14	489
b5v5_06505	29	489
b5v5_11158	-13	489
b5v5_12427	67	489
b5v5_06078	-12	489
b5v5_07605	-14	489
b5v5_07451	-10	489
b5v5_12520	-11	489
b5v5_11614	-5	489
b5v5_05042	20	489
b5v5_02241	13	489
b5v5_03146	-7	489
b5v5_06170	11.5	346
b5v5_08355	-12	489
b5v5_06338	60	489
b5v5_11036	8	489
b5v5_06008	-8	489
b5v5_18348	31	476
b5v5_06873	1	489
b5v5_04082	-6.5	489
b5v5_04228	-2	489
b5v5_08516	-9	489
b5v5_06256	-2	489
b5v5_05713	-13	489
b5v5_20395	-15	488
b5v5_03841	8	488
b5v5_02938	-11	488
b5v5_02476	0	488
b5v5_01962	53	488
b5v5_08004	-17	488
b5v5_08777	-13	488
b5v5_06041	8	488
b5v5_10205	-5	488
b5v5_12097	-11	488
b5v5_08831	-13	488
b5v5_07625	26	488
b5v5_06772	-15	488
b5v5_04862	0	483
b5v5_07488	86	349
b5v5_02906	-9	488
b5v5_14258	-5	488
b5v5_05537	-15	488
b5v5_16915	-19	488
b5v5_09122	30	488
b5v5_10667	-9	488
b5v5_05365	-19	488
b5v5_09076	1	488
b5v5_13556	-5	488
b5v5_05099	-4	488
b5v5_14978	28	488
b5v5_03515	-12	488
b5v5_03861	-7	488
b5v5_05914	-8	488
b5v5_06910	84	159
b5v5_11626	-11	488
b5v5_04227	0	488
b5v5_14527	-10	488
b5v5_08179	-12	488
b5v5_10234	2	488
b5v5_07844	48	458
b5v5_08551	-10	488
b5v5_07551	-4	488
b5v5_14403	-3	488
b5v5_01656	-17	488
b5v5_02449	-8	488
b5v5_08801	6	488
b5v5_06688	-19	488
b5v5_02304	-6	488
b5v5_00946	-11	488
b5v5_02516	22	488
b5v5_03268	-17	488
b5v5_09246	-12	488
b5v5_01747	6	488
b5v5_06018	-5	488
b5v5_04177	-12	488
b5v5_03453	-21	488
b5v5_08317	-15	488
b5v5_08701	-7	488
b5v5_03358	-7	488
b5v5_13909	10	488
b5v5_13802	-15	488
b5v5_06003	2	488
b5v5_06309	-4	488
b5v5_04511	-10	488
b5v5_08865	-2	488
b5v5_06893	-12.5	488
b5v5_04232	64.5	488
b5v5_02375	1	488
b5v5_08900	3	488
b5v5_09822	-13	488
b5v5_04074	-7	488
b5v5_11573	18	488
b5v5_08441	-5	488
b5v5_02429	5	488
b5v5_03667	7	488
b5v5_01873	-13	488
b5v5_02372	13	488
b5v5_09303	-5.5	488
b5v5_06711	-19	488
b5v5_10796	-14	488
b5v5_09160	-12.5	488
b5v5_03220	-13	488
b5v5_07563	-18	488
b5v5_11764	-12	488
b5v5_04492	-15	488
b5v5_17362	0	488
b5v5_09390	-7	488
b5v5_05704	-5	488
b5v5_08053	0	488
b5v5_07036	-10	488
b5v5_09802	-14	488
b5v5_08966	3	488
b5v5_10272	-14	487
b5v5_04414	-11	487
b5v5_07912	0	487
b5v5_08726	-5	487
b5v5_01973	23	487
b5v5_04251	0.5	487
b5v5_11335	-11	487
b5v5_09213	1	487
b5v5_05420	-11	487
b5v5_02806	-9	487
b5v5_08232	-14	487
b5v5_08072	-16	487
b5v5_04900	-2	487
b5v5_06531	-10	487
b5v5_06010	-3	487
b5v5_06548	-11	487
b5v5_10292	-8	487
b5v5_06979	-5	487
b5v5_08274	-7	487
b5v5_03492	-10	487
b5v5_08076	1	487
b5v5_12786	57	467
b5v5_08173	-13	487
b5v5_10797	-9	487
b5v5_08324	-16	487
b5v5_06638	-8	487
b5v5_04380	47	487
b5v5_05529	11	487
b5v5_05839	-2	487
b5v5_02521	-19	487
b5v5_03347	-2	487
b5v5_13011	6	487
b5v5_06088	-16	487
b5v5_05906	-10	487
b5v5_09373	-3	487
b5v5_03031	14	487
b5v5_04782	20	487
b5v5_02767	-15	487
b5v5_04399	-12	487
b5v5_02822	5	487
b5v5_06332	-8	487
b5v5_04690	-11	487
b5v5_05598	12	487
b5v5_07976	10	487
b5v5_06409	-15	487
b5v5_04013	-15	487
b5v5_03429	50	481
b5v5_06691	-13	487
b5v5_10335	-8	487
b5v5_06421	-16	487
b5v5_09754	-11	487
b5v5_11237	-11	487
b5v5_06397	-2	452
b5v5_03811	-17	487
b5v5_04360	-15	487
b5v5_14925	-9	487
b5v5_03078	-16	487
b5v5_04627	-16	487
b5v5_05384	-16	487
b5v5_05942	-12	487
b5v5_05905	38	487
b5v5_11958	-6	487
b5v5_13575	-15	487
b5v5_03070	-13	487
b5v5_14490	-1	487
b5v5_00973	-14	487
b5v5_09308	-11	487
b5v5_03873	-10	487
b5v5_14342	8	487
b5v5_06092	6	485
b5v5_02773	-13	487
b5v5_02369	-12	487
b5v5_06725	-10	487
b5v5_16493	-4	487
b5v5_06809	17	487
b5v5_11361	0	487
b5v5_11074	15.5	487
b5v5_19113	-11	487
b5v5_11649	35	487
b5v5_05771	-9	487
b5v5_12895	-7	487
b5v5_03260	-13	487
b5v5_04035	-15	487
b5v5_09979	-12	486
b5v5_06781	-19	486
b5v5_03998	-11	486
b5v5_06861	-4	486
b5v5_03000	-6	486
b5v5_07224	-12	486
b5v5_08916	-15	486
b5v5_03022	-1	486
b5v5_14822	65	486
b5v5_06436	43.5	474
b5v5_09271	-4	486
b5v5_09765	-2	486
b5v5_12577	73	486
b5v5_02616	-9	486
b5v5_09278	-12	486
b5v5_05739	-7	486
b5v5_06524	13	486
b5v5_06808	-12	486
b5v5_10376	-13.5	486
b5v5_04173	81	486
b5v5_07619	-15	486
b5v5_02817	40	486
b5v5_07848	-12	486
b5v5_06451	-14	486
b5v5_10490	0	486
b5v5_02140	-12	486
b5v5_05180	-11	486
b5v5_09492	6	486
b5v5_05811	-5	486
b5v5_02171	-14	486
b5v5_17583	-11	486
b5v5_13982	-6	486
b5v5_08858	-11	486
b5v5_04636	-13	486
b5v5_10799	-10	486
b5v5_09142	7	486
b5v5_07222	-4	419
b5v5_11346	-11	486
b5v5_05185	-16	486
b5v5_11033	-11	486
b5v5_00450	5	486
b5v5_11394	-9	486
b5v5_10981	-6	486
b5v5_09352	46	486
b5v5_04778	-14	486
b5v5_09296	20.5	314
b5v5_04827	-3	486
b5v5_17932	52	486
b5v5_08307	39	486
b5v5_07574	-9	486
b5v5_04404	-13	486
b5v5_06107	-15	340
b5v5_09420	-14	376
b5v5_04874	-12	486
b5v5_11741	-12.5	486
b5v5_04516	-11	486
b5v5_12591	-8	486
b5v5_03114	8	281
b5v5_08122	-9	486
b5v5_10460	-13	486
b5v5_04482	1	486
b5v5_04260	-11	486
b5v5_03832	-14	486
b5v5_13922	-7	486
b5v5_03885	-15	486
b5v5_04572	-6	486
b5v5_10444	-11	486
b5v5_08036	-13	486
b5v5_08162	-12	486
b5v5_04699	-6	486
b5v5_13181	-13	486
b5v5_11168	-5	486
b5v5_11105	-6	486
b5v5_04599	-17	486
b5v5_08932	-11	486
b5v5_08677	12	486
b5v5_06500	-15	486
b5v5_05009	-13	486
b5v5_13878	2	486
b5v5_07312	39	486
b5v5_11004	-7.5	486
b5v5_13297	-3	486
b5v5_09234	-11	486
b5v5_04278	-12	486
b5v5_10532	-16	486
b5v5_07661	-8	486
b5v5_04868	-14	486
b5v5_08540	-9	486
b5v5_03362	-15	282
b5v5_03374	-13	485
b5v5_08776	-13	485
b5v5_06426	-6	485
b5v5_01394	-3	485
b5v5_12870	-1	485
b5v5_03736	-10	485
b5v5_03419	26	485
b5v5_05052	-4	485
b5v5_14546	3	485
b5v5_04891	40	446
b5v5_08447	-15.5	370
b5v5_06118	-4	485
b5v5_10717	-11	485
b5v5_15116	-7	485
b5v5_05661	3	485
b5v5_08917	5	485
b5v5_07685	12	485
b5v5_06310	-10	485
b5v5_13003	-1	485
b5v5_11484	31	377
b5v5_04298	0	485
b5v5_05510	-10	485
b5v5_03999	26	485
b5v5_08060	-9	485
b5v5_07074	-10	485
b5v5_09572	-8	485
b5v5_04673	-11.5	485
b5v5_08400	-15	485
b5v5_09257	48	453
b5v5_15637	-9	485
b5v5_06269	39	485
b5v5_09704	-9	485
b5v5_06054	-15	485
b5v5_05823	-10	485
b5v5_06641	-16	387
b5v5_03413	-11	485
b5v5_02595	-1	485
b5v5_17106	25	454
b5v5_05428	-9	485
b5v5_09088	-9	485
b5v5_03623	-9	485
b5v5_04780	-5	485
b5v5_08603	-10	485
b5v5_03246	-12	485
b5v5_07441	-3	485
b5v5_04352	47	363
b5v5_03985	6.5	485
b5v5_10438	-4	485
b5v5_08478	-16	485
b5v5_14409	7	485
b5v5_09349	73	485
b5v5_04501	-2	357
b5v5_02662	-11	485
b5v5_14620	-13	485
b5v5_06589	4	485
b5v5_13850	-10	485
b5v5_02627	-6	485
b5v5_06891	-6	485
b5v5_06965	-4	485
b5v5_09028	-8	485
b5v5_10328	79	418
b5v5_07790	-16	485
b5v5_03019	-10	485
b5v5_12356	9	485
b5v5_09576	-11	485
b5v5_11506	17	485
b5v5_13651	-6	485
b5v5_10185	-9	485
b5v5_05987	3	485
b5v5_06133	-16	485
b5v5_15026	45	485
b5v5_17700	85	432
b5v5_03691	5	485
b5v5_15418	-4	485
b5v5_02841	7	485
b5v5_11828	-13	485
b5v5_12800	-15	454
b5v5_06362	-10	485
b5v5_16077	-5	485
b5v5_08808	-6	485
b5v5_03500	-15	485
b5v5_03653	71	467
b5v5_04526	-16	485
b5v5_00725	-7	485
b5v5_09870	-17	485
b5v5_05628	-16	485
b5v5_08408	-10	485
b5v5_11680	-10	481
b5v5_10159	-13	485
b5v5_07789	-10	484
b5v5_07465	-15	484
b5v5_10014	-16	484
b5v5_03026	2	484
b5v5_06098	-4	484
b5v5_05104	-9	484
b5v5_12036	-7.5	484
b5v5_05396	-15	484
b5v5_09243	-13	484
b5v5_10286	1	198
b5v5_08642	-15	484
b5v5_09470	-11	484
b5v5_05744	-17	484
b5v5_06857	-5.5	484
b5v5_06707	-8	484
b5v5_08376	-11	484
b5v5_07511	4	484
b5v5_01279	4	484
b5v5_18944	-16	484
b5v5_10725	-12	484
b5v5_08562	-1	484
b5v5_08998	-11	484
b5v5_11409	30.5	484
b5v5_07435	-9	484
b5v5_04960	7	484
b5v5_03871	-12	484
b5v5_04145	-13	484
b5v5_14143	-4	484
b5v5_09017	66	484
b5v5_07444	55	481
b5v5_05764	32	484
b5v5_05653	-11	484
b5v5_06036	-16	484
b5v5_03827	-0.5	304
b5v5_12512	-9	484
b5v5_09047	0	484
b5v5_14697	46	455
b5v5_05821	11	484
b5v5_10403	-16	484
b5v5_03950	37	461
b5v5_01228	-6	484
b5v5_04163	-10	484
b5v5_04560	-12	484
b5v5_04024	-5	484
b5v5_03636	45	484
b5v5_04405	0	442
b5v5_08015	-10	484
b5v5_04823	-16	484
b5v5_04080	-3	484
b5v5_08140	-1	394
b5v5_03165	-2.5	484
b5v5_03200	-18	394
b5v5_04585	-13	484
b5v5_11389	-13	484
b5v5_08161	-13	484
b5v5_11537	-11	484
b5v5_07450	-10	484
b5v5_08429	-8	372
b5v5_06492	15	484
b5v5_13757	-14	484
b5v5_07833	-3	484
b5v5_09444	-3	484
b5v5_10206	-14	484
b5v5_08700	-18	484
b5v5_03180	-14	484
b5v5_17179	-1.5	484
b5v5_11228	-12	484
b5v5_03465	7	484
b5v5_08606	-16	472
b5v5_10282	45	484
b5v5_01773	-8	484
b5v5_12007	-14	484
b5v5_04503	-13	484
b5v5_11725	51	484
b5v5_11313	-7	484
b5v5_07793	-8	484
b5v5_001000	72	401
b5v5_06865	70	484
b5v5_07822	1	484
b5v5_08476	-10	484
b5v5_08238	-11	484
b5v5_17108	-17	484
b5v5_03517	-4	484
b5v5_05801	-10	484
b5v5_07506	22	484
b5v5_12756	13	484
b5v5_02973	19	484
b5v5_03924	-14	484
b5v5_02251	-6	484
